0	1
oleanolate 3-beta-D-glucuronoside-(3,1)-galactoside-28-glucoside	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O
oleanolate 3-beta-D-glucuronoside-28-glucoside	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O
oleanolate-3-beta-D-glucuronoside-(3,1)-galactoside-(4,1)-glucoside	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)[O-])C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O
oleanolate-3-beta-D-glucuronoside-(3,1)-galactoside-(4,1)-glucoside-28-glucoside	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O[C@H]9[C@@H]([C@H]([C@H]([C@H](O9)CO)O)O)O)O
oleanolic acid	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O
oleanolic aldehyde	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C=O)C)C)(C)C)O
oleate	CCCCCCCC/C=C\CCCCCCCC(=O)O
oleate	CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
oleic acid	CCCCCCCC/C=C\CCCCCCCC(=O)O
oleoyl phosphate	CCCCCCCC/C=C\CCCCCCCC(=O)OP(=O)([O-])[O-]
oleoyl-CoA	CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
oleoylglycerol	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O
oleuropein	C/C=C/1\[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	C/C=C\1/C(C(=COC1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	CC=C1C(C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	C/C=C\1/[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	C/C=C/1\C(C(=COC1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	C/C=C\1/[C@@H](C(=CO[C@@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	C/C=C/1\[C@@H](C(=CO[C@@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	CC=C1C(C(=COC1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	CC=C1[C@H](C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	C/C=C/1\[C@@H](C(=CO[C@H]1OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein	CC=C1[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O
oleuropein aglycone	C/C=C/1\[C@@H](C(=CO[C@H]1O)C(=O)OC)CC(=O)OCCC2=CC(=C(C=C2)O)O
oligomycin A	CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@@H]\1CC[C@H]2C([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CCC1CC[C@@H]2C([C@@H](C([C@]3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)C=CC(C(C(C(=O)C(C(C(C(=O)[C@](C(C(CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)CC(C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@H]/1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CCC1CCC2[C@@H](C([C@H](C3(O2)CC[C@H](C(O3)C[C@H](C)O)C)C)OC(=O)C=C[C@H]([C@@H]([C@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@@]([C@@H]([C@H](CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@H]1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)CC(C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)C=C[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@H]\1CC[C@H]2C([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@@H]([C@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@H]\1CC[C@@H]2C([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)CC(C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@]([C@@H]([C@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@@H]1CC[C@H]2C([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)C=C[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](CC=CC=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CCC\1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)/C=C\C(C(C(C(=O)C(C(C(C(=O)C(C(C(C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C\[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@@]3(O2)CC[C@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C\C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin A	CC[C@@H]\1CC[C@H]2C([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@]([C@H]([C@@H](C/C=C/C=C1)C)O)(C)O)C)O)C)C)O)C)C
oligomycin C	CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@H]([C@@H]([C@H](C/C=C/C=C1)C)O)C)C)O)C)C)O)C)C
oligomycin C	CC[C@@H]\1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@H]([C@H]([C@@H](C/C=C/C=C1)C)O)C)C)O)C)C)O)C)C
oligomycin C	CC[C@H]1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)C=C[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@H]([C@@H]([C@H](CC=CC=C1)C)O)C)C)O)C)C)O)C)C
oligomycin C	CC[C@H]\1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)CC(C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@H]([C@@H]([C@H](C/C=C/C=C1)C)O)C)C)O)C)C)O)C)C
oligomycin C	CC[C@H]\1CC[C@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@H]([C@@H]([C@H](C/C=C/C=C1)C)O)C)C)O)C)C)O)C)C
oligomycin C	CCC/1CC[C@H]2[C@H]([C@H]([C@@H]([C@]3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@H]([C@H]([C@@H](C/C=C/C=C1)C)O)C)C)O)C)C)O)C)C
oligomycin C	CC[C@@H]\1CCC2[C@@H](C([C@H](C3(O2)CC[C@@H]([C@@H](O3)C[C@@H](C)O)C)C)OC(=O)/C=C/[C@@H]([C@H]([C@@H](C(=O)[C@@H]([C@H]([C@@H](C(=O)[C@H]([C@H]([C@@H](C/C=C/C=C1)C)O)C)C)O)C)C)O)C)C
oligomycin C	CCC\1CCC2C(C(C(C3(O2)CCC(C(O3)CC(C)O)C)C)OC(=O)/C=C\C(C(C(C(=O)C(C(C(C(=O)C(C(C(C/C=C\C=C1)C)O)C)C)O)C)C)O)C)C
oligomycin C	CC[C@H]/1CC[C@@H]2[C@@H]([C@@H]([C@H]([C@@]3(O2)CC[C@H]([C@H](O3)C[C@H](C)O)C)C)OC(=O)/C=C/[C@H]([C@@H]([C@H](C(=O)[C@H]([C@@H]([C@H](C(=O)[C@@H]([C@@H]([C@H](C/C=C/C=C1)C)O)C)C)O)C)C)O)C)C
oligosaccharide phosphate	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)OP(=O)([O-])[O-])CO)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)O)O)O[C@@H]9[C@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O)O
olivetol	CCCCCC1=CC(=CC(=C1)O)O
olivetolate	CCCCCC1=C(C(=CC(=C1)O)O)C(=O)O
olivetolate	CCCCCC1=C(C(=CC(=C1)O)[O-])C(=O)O
olmesartan	CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
olmesartan medoxomil	CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
omega, mono-trans, poly-cis-heptaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)/C)/C)/C)/C)C
omega, mono-trans, poly-cis-hexaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)/C)/C)/C)C
omega, mono-trans, poly-cis-octaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)/C)/C)/C)/C)/C)C
omega, mono-trans, poly-cis-pentaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)/C)/C)C
omega, mono-trans,deca-cis-dodecaprenyl diphosphate	CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)([O-])OP(=O)([O-])[O-])/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C
omega-(Methylthio)-(E)-alkanal oxime	CSCCC/C=N/O
omega-(methylsulfanyl)alkyl-glucosinolate	CSCCCC(=NOS(=O)(=O)O)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
omega-(methylsulfinyl)alkyl-glucosinolate	CS(=O)CCCC(=NOS(=O)(=O)O)S[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
omega-Hydroxy fatty acid	C(C(=O)O)O
omega-carboxy-(9Z)-octadec-9-enoyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCCCCC/C=C\CCCCCCCC(=O)[O-])O
omega-carboxyacyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
omega-carboxymenaquinone-4	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C(=O)[O-]
omega-carboxyphylloquinone	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C(=O)[O-]
omega-hydroxy fatty acid	C(C(=O)O)O
omega-hydroxy-beta-dihydromenaquinone-9	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CO
omega-hydroxymenaquinone-4	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CO
omega-hydroxyphylloquinone	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)CO
omega-oxomenaquinone-4	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/C=O
omega-oxophylloquinone	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CCCC(C)CCCC(C)C=O
omega-saturated C55 dolichol phosphate	CC(C)CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CCC(C)CCOP(=O)([O-])[O-])/C)/C)/C)/C)/C)/C)/C)/C)/C
omega-sulfo-beta-dihydromenaquinone-9	CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCCC(C)CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/COS(=O)(=O)[O-]
onoceranoxide	C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CC[C@@H]4[C@]5(CCCC([C@@H]5CC[C@]4(O3)C)(C)C)C)C)(C)C
ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O
ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4C([C@@H]([C@@H](C(O4)CO)O)O)O
ononin	COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O[C@H]4C([C@H]([C@H](C(O4)CO)O)O)O
ophiobolin F	C/C/1=C/C[C@H]2[C@H](CC[C@@]2(C[C@H]3[C@@H]1CC[C@@]3(C)O)C)[C@@H](C)CCC=C(C)C
ophthalmic acid	CC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N
orcinol	CC1=CC(=CC(=C1)O)O
orientin	C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
oripavine	CN1CC[C@]23[C@@H]4C(=CC=C2[C@H]1CC5=C3C(=C(C=C5)O)O4)OC
ornaline	C(CC(C(=O)O)NC(CCC(=O)O)C(=O)O)CN
ornithine	C(C[C@@H](C(=O)O)N)CN
orotate	C1=C(NC(=O)NC1=O)C(=O)[O-]
orotate	C1=C(NC(=O)NC1=O)C(=O)O
orotidine 5'-phosphate	C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)C(=O)O
oroxylin A	COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O
oroxylin A 7-O-beta-D-glucuronate	COC1=C(C=C2C(=C1O)C(=O)C=C(O2)C3=CC=CC=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O)O)O
orsellinate	CC1=CC(=CC(=C1C(=O)O)[O-])O
orsellinate	CC1=CC(=CC(=C1C(=O)O)O)O
orsellinate depside	CC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)C)C(=O)O)O)O)O
oryzalexin A	C[C@]1(CC[C@@H]2C(=C1)C(=O)C[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)C=C
oryzalexin B	C[C@]1(CC[C@@H]2C(=C1)[C@H](C[C@H]3[C@]2(CCC(=O)C3(C)C)C)O)C=C
oryzalexin C	C[C@]1(CC[C@@H]2C(=C1)C(=O)C[C@H]3[C@]2(CCC(=O)C3(C)C)C)C=C
oryzalexin D	C[C@]1(CC[C@@H]2C(=C1)[C@H](C[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)O)C=C
oryzalexin E	C[C@]1(CC[C@@]2(C(=C1)CC[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)O)C=C
oryzalide A	CC1(C2CCC34CC(CCC3C2(C(OC1=O)O)C)C5(C4O5)C)C
oryzalide A	C[C@]12[C@@H]3CC[C@H]4[C@]5([C@H](CC[C@]4(C3)C1O2)C(C(=O)O[C@H]5O)(C)C)C
oryzalide A	C[C@]12[C@@H]3CC[C@H]4[C@]5([C@H](CC[C@]4(C3)[C@H]1O2)C(C(=O)O[C@H]5O)(C)C)C
osthenol	CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)O)C
oxalate	C(=O)(C(=O)[O-])[O-]
oxaloacetate	C(C(=O)C(=O)O)C(=O)O
oxaloacetate 4-methyl ester	COC(=O)CC(=O)C(=O)[O-]
oxaloglycolate	C(C(=O)C(=O)O)(C(=O)O)O
oxalosuccinate	C(C(C(=O)C(=O)O)C(=O)O)C(=O)O
oxalureate	C(=O)(C(=O)O)NC(=O)N
oxalyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C(=O)O)O
oxamate	C(=O)(C(=O)O)N
oxamate	C(=O)(C(=O)[O-])N
oxidized 2,6-dichlorophenolindophenol	C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Cl)O)Cl
oxidized Cypridina luciferin	CC[C@H](C)C(=O)NC1=NC=C(N=C1CCCN=C(N)N)C2=CNC3=CC=CC=C32
oxidized DCPIP	C1=CC(=O)C=CC1=NC2=CC(=C(C(=C2)Cl)O)Cl
oxidized Latia luciferin	CC1=C(C(CCC1)(C)C)CCC(=O)C
oxidized Oplophorus luciferin	C1=CC=C(C=C1)CC2=NC(=CN=C2NC(=O)CC3=CC=C(C=C3)O)C4=CC=C(C=C4)O
oxidized Photinus luciferin	C1C(=O)N=C(S1)C2=NC3=C(S2)C=C(C=C3)O
oxidized Reactive Black 5	C1=CC(=CC=C1N=NC2=C(C3=C(C(=C(C=C3C=C2S(=O)(=O)[O-])S(=O)(=O)[O-])N=NC4=CC=C(C=C4)S(=O)(=O)CCOS(=O)(=O)[O-])N)O)S(=O)(=O)CCOS(=O)(=O)[O-]
oxidized Renilla luciferin	C1=CC=C(C=C1)CC2=NC(=CN=C2NC(=O)CC3=CC=CC=C3)C4=CC=C(C=C4)O
oxidized Watasenia luciferin	C1=CC=C(C=C1)CC2=NC(=CN=C2NC(=O)CC3=CC=C(C=C3)OS(=O)(=O)O)C4=CC=C(C=C4)OS(=O)(=O)O
oxidized coenzyme F420	C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1C2=CC(=O)C=CC2=CC3=C1NC(=O)NC3=O)O)O)O
oxidized coenzyme F420-0	C[C@@H](C(=O)[O-])OP(=O)([O-])OC[C@H]([C@H]([C@H](CN1C2=CC(=O)C=CC2=CC3=C1N=C(NC3=O)[O-])O)O)O
oxidized coenzyme F420-1	C[C@@H](C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])OP(=O)([O-])OC[C@H]([C@H]([C@H](CN1C2=CC(=O)C=CC2=CC3=C1N=C(NC3=O)[O-])O)O)O
